City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,willowmore,-33.2926,23.4895,23.06,22,32,1.91,ZA,Mon Nov 13 07:07:49 2023
273,dunedin,-45.8742,170.5036,11.0,88,100,1.58,NZ,Mon Nov 13 07:07:50 2023
274,korla,41.7597,86.1469,6.36,56,70,0.08,CN,Mon Nov 13 07:07:51 2023
275,ambajogai,18.7333,76.3833,25.41,39,44,3.13,IN,Mon Nov 13 07:07:52 2023
276,labasa,-16.4167,179.3833,25.65,92,100,2.46,FJ,Mon Nov 13 07:07:54 2023
277,eyl,7.9803,49.8164,29.74,67,66,8.77,SO,Mon Nov 13 07:07:55 2023
278,ojinaga,29.5667,-104.4167,13.65,100,100,0.0,MX,Mon Nov 13 07:07:56 2023
279,rongelap,11.1635,166.8941,27.8,84,94,10.01,MH,Mon Nov 13 07:07:57 2023
280,bokkos,9.3,9.0,27.12,28,90,5.18,NG,Mon Nov 13 07:07:58 2023
281,kirensk,57.7853,108.1119,-7.24,69,99,2.24,RU,Mon Nov 13 07:07:59 2023
282,akrehamn,59.2667,5.1833,9.44,65,75,5.66,NO,Mon Nov 13 07:08:00 2023
283,laguna,38.421,-121.4238,12.38,90,0,2.06,US,Mon Nov 13 07:05:04 2023
284,upington,-28.4478,21.2561,34.21,9,0,3.09,ZA,Mon Nov 13 07:04:59 2023
285,eydhafushi,5.1033,73.0708,27.95,72,46,0.91,MV,Mon Nov 13 07:08:04 2023
286,leshan,29.5623,103.7639,12.64,75,97,1.07,CN,Mon Nov 13 07:08:05 2023
287,port lincoln,-34.7333,135.8667,13.82,85,100,6.64,AU,Mon Nov 13 07:08:08 2023
288,ambon,-3.6954,128.1814,27.82,13,40,1.54,ID,Mon Nov 13 07:08:10 2023
289,la passe,45.5549,-0.8967,17.13,82,99,9.25,FR,Mon Nov 13 07:08:11 2023
290,utete,-7.986,38.758,31.7,59,94,2.27,TZ,Mon Nov 13 07:08:12 2023
291,dryden,49.7833,-92.7503,2.16,80,100,6.17,CA,Mon Nov 13 07:08:13 2023
292,callao,-12.0667,-77.15,20.4,88,100,2.06,PE,Mon Nov 13 07:08:14 2023
293,lihue,21.9789,-159.3672,24.77,82,100,6.69,US,Mon Nov 13 07:08:16 2023
294,revda,56.801,59.9303,2.01,92,100,3.36,RU,Mon Nov 13 07:08:17 2023
295,inirida,3.8653,-67.9239,24.85,96,97,0.65,CO,Mon Nov 13 07:08:18 2023
296,krasnozerskoye,53.9828,79.2374,2.43,91,100,3.83,RU,Mon Nov 13 07:08:19 2023
297,zhangjiakou,40.81,114.8794,-0.78,33,100,1.6,CN,Mon Nov 13 07:08:20 2023
298,queenstown,-31.8976,26.8753,24.01,18,3,5.82,ZA,Mon Nov 13 07:08:20 2023
299,pelabuhanratu,-6.9875,106.5514,26.56,90,100,2.18,ID,Mon Nov 13 07:08:21 2023
300,mon,26.75,95.1,17.94,89,0,1.58,IN,Mon Nov 13 07:08:22 2023
301,newman,37.3138,-121.0208,9.6,59,96,2.12,US,Mon Nov 13 07:08:23 2023
302,codrington,-38.2667,141.9667,10.71,80,85,3.79,AU,Mon Nov 13 07:08:24 2023
303,dubbo,-32.25,148.6167,21.07,26,2,4.12,AU,Mon Nov 13 07:08:26 2023
304,labrador city,52.9463,-66.9114,-12.29,99,94,1.21,CA,Mon Nov 13 07:08:27 2023
305,hakui,36.8833,136.7833,6.56,66,94,5.78,JP,Mon Nov 13 07:08:28 2023
306,dubovskoye,47.4092,42.7575,14.28,48,58,6.13,RU,Mon Nov 13 07:08:28 2023
307,aykhal,66.0,111.5,-11.8,92,98,4.38,RU,Mon Nov 13 07:08:29 2023
308,happy valley-goose bay,53.3168,-60.3315,-7.21,88,51,2.09,CA,Mon Nov 13 07:08:30 2023
309,portland,45.5234,-122.6762,10.71,95,100,1.34,US,Mon Nov 13 06:59:36 2023
310,saveh,35.0213,50.3566,21.57,26,100,2.57,IR,Mon Nov 13 07:08:31 2023
311,taloda,21.5667,74.2167,28.17,25,100,1.45,IN,Mon Nov 13 07:08:32 2023
312,nizhniy odes,63.6445,54.856,-5.96,87,100,4.44,RU,Mon Nov 13 07:08:32 2023
313,vila velha,-20.3297,-40.2925,30.97,69,0,5.14,BR,Mon Nov 13 07:08:33 2023
314,edson,53.5835,-116.4356,-3.16,74,96,1.66,CA,Mon Nov 13 07:08:35 2023
315,tsiombe,-25.3,45.4833,31.21,37,6,6.46,MG,Mon Nov 13 07:08:36 2023
316,comodoro rivadavia,-45.8667,-67.5,13.37,40,50,16.26,AR,Mon Nov 13 07:08:37 2023
317,errachidia,31.9275,-4.4285,24.13,23,98,2.66,MA,Mon Nov 13 07:08:38 2023
318,kalmunai,7.4167,81.8167,26.23,85,100,2.96,LK,Mon Nov 13 07:08:39 2023
319,yorkton,51.2167,-102.4677,-8.16,87,51,1.97,CA,Mon Nov 13 07:08:40 2023
320,brandon,27.9378,-82.2859,20.49,91,100,3.58,US,Mon Nov 13 07:08:40 2023
321,carbonear,47.7332,-53.2148,0.23,83,72,4.17,CA,Mon Nov 13 07:08:41 2023
322,kyelang,32.5833,77.0333,-3.88,73,48,0.6,IN,Mon Nov 13 07:08:42 2023
323,praia,14.9215,-23.5087,31.3,29,0,5.66,CV,Mon Nov 13 07:05:01 2023
324,haiku-pauwela,20.9219,-156.3051,23.91,74,20,8.75,US,Mon Nov 13 07:08:43 2023
325,grand-bourg,15.8835,-61.3148,27.97,74,3,8.67,GP,Mon Nov 13 07:08:44 2023
326,krasnyy chikoy,50.3643,108.7512,-11.71,95,10,0.77,RU,Mon Nov 13 07:08:45 2023
327,oamaru,-45.0784,170.9801,10.21,88,100,2.13,NZ,Mon Nov 13 07:08:47 2023
328,sinabang,2.4803,96.3801,26.48,85,76,3.19,ID,Mon Nov 13 07:08:48 2023
329,shantobe,52.4581,68.1839,3.97,82,92,3.61,KZ,Mon Nov 13 07:08:49 2023
330,port moresby,-9.4431,147.1797,23.98,84,65,3.06,PG,Mon Nov 13 07:08:49 2023
331,klaksvik,62.2266,-6.589,8.51,81,78,10.63,FO,Mon Nov 13 07:06:20 2023
332,afaahiti,-17.75,-149.2833,24.93,83,29,0.82,PF,Mon Nov 13 07:08:51 2023
333,ciudad constitucion,25.0369,-111.6644,20.61,55,83,2.29,MX,Mon Nov 13 07:08:51 2023
334,nizhneudinsk,54.9076,99.0276,-2.9,91,99,1.33,RU,Mon Nov 13 07:08:52 2023
335,leiyang,26.4024,112.8591,7.86,91,100,2.06,CN,Mon Nov 13 07:08:53 2023
336,vokhtoga,58.8147,41.0461,3.25,96,100,3.39,RU,Mon Nov 13 07:08:53 2023
337,teguise,29.0605,-13.564,24.12,47,0,5.14,ES,Mon Nov 13 07:08:54 2023
338,carutapera,-1.195,-46.02,30.12,60,4,3.6,BR,Mon Nov 13 07:04:37 2023
339,santa cruz,-17.8,-63.1667,29.03,65,64,8.75,BO,Mon Nov 13 07:08:56 2023
340,caala,-12.8525,15.5606,27.37,39,94,2.66,AO,Mon Nov 13 07:08:56 2023
341,rimus,16.8764,120.3966,26.81,80,25,1.48,PH,Mon Nov 13 07:08:57 2023
342,salinopolis,-0.6136,-47.3561,29.5,63,3,4.15,BR,Mon Nov 13 07:07:32 2023
343,vrutky,49.1133,18.9171,7.66,78,82,2.78,SK,Mon Nov 13 07:08:58 2023
344,rampur,28.8167,79.0333,24.28,34,81,2.78,IN,Mon Nov 13 07:08:59 2023
345,san antonio de pale,-1.4014,5.6325,26.64,82,55,3.67,GQ,Mon Nov 13 07:09:00 2023
346,hammerfest,70.6634,23.6821,-3.75,68,0,2.06,NO,Mon Nov 13 07:09:00 2023
347,juneau,58.3019,-134.4197,-1.05,95,20,0.0,US,Mon Nov 13 07:09:01 2023
348,lianzhou,24.7811,112.3825,8.72,89,99,1.9,CN,Mon Nov 13 07:09:02 2023
349,moncks corner,33.196,-80.0131,11.99,87,100,4.12,US,Mon Nov 13 07:09:02 2023
350,komsomol'skiy,43.9783,46.6985,18.4,50,78,6.28,RU,Mon Nov 13 07:09:03 2023
351,mathis,28.0945,-97.828,16.77,97,100,5.6,US,Mon Nov 13 07:09:04 2023
352,gotsucho,35.0,132.2167,10.55,68,86,4.22,JP,Mon Nov 13 07:09:04 2023
353,nar'yan-mar,67.6713,53.087,-11.61,94,78,2.24,RU,Mon Nov 13 07:09:05 2023
354,kapuskasing,49.4169,-82.4331,2.92,98,100,4.23,CA,Mon Nov 13 07:09:06 2023
355,whangarei,-35.7317,174.3239,8.96,85,78,1.17,NZ,Mon Nov 13 07:09:07 2023
356,tadine,-21.55,167.8833,21.36,66,86,7.48,NC,Mon Nov 13 07:09:07 2023
357,kalevala,65.2,31.1667,-4.95,93,100,3.58,RU,Mon Nov 13 07:09:08 2023
358,trois-rivieres,46.3501,-72.5491,-2.08,91,0,2.06,CA,Mon Nov 13 07:05:09 2023
359,praia da vitoria,38.7333,-27.0667,16.53,100,75,2.88,PT,Mon Nov 13 07:09:09 2023
360,tongouson,5.0214,120.1328,28.5,73,9,2.05,PH,Mon Nov 13 07:09:09 2023
361,nivala,63.9167,24.9667,-3.51,88,78,3.4,FI,Mon Nov 13 07:09:10 2023
362,la ronge,55.1001,-105.2842,-4.54,93,31,2.05,CA,Mon Nov 13 07:09:10 2023
363,nikol'sk,53.7189,46.0712,7.33,77,100,7.29,RU,Mon Nov 13 07:09:11 2023
364,bargaal,11.2864,51.0773,29.83,64,57,6.55,SO,Mon Nov 13 07:09:11 2023
365,howrah,22.5892,88.3103,28.0,57,67,2.06,IN,Mon Nov 13 07:06:19 2023
366,cole harbour,44.6724,-63.4751,-0.57,93,10,2.02,CA,Mon Nov 13 07:09:12 2023
367,rundu,-17.9333,19.7667,36.76,15,62,3.35,NA,Mon Nov 13 07:09:13 2023
368,fruita,39.1589,-108.729,-2.36,50,0,3.09,US,Mon Nov 13 07:05:16 2023
369,morehead city,34.7229,-76.726,11.1,83,40,4.12,US,Mon Nov 13 07:09:14 2023
370,egilsstadir,65.2653,-14.3948,1.37,99,96,2.99,IS,Mon Nov 13 07:09:15 2023
371,achinsk,56.2694,90.4993,1.22,85,100,4.92,RU,Mon Nov 13 07:09:16 2023
372,amga,60.8953,131.9608,-23.75,100,100,1.17,RU,Mon Nov 13 07:09:17 2023
373,terbanggi besar,-4.8667,105.2333,28.33,67,93,3.81,ID,Mon Nov 13 07:09:18 2023
374,lerwick,60.1545,-1.1494,9.0,77,63,11.94,GB,Mon Nov 13 07:09:19 2023
375,manado,1.487,124.8455,26.43,89,40,2.06,ID,Mon Nov 13 07:09:19 2023
376,wulingyuan,29.3494,110.5441,7.51,75,56,0.97,CN,Mon Nov 13 07:09:20 2023
377,kavaratti,10.5669,72.642,28.15,69,100,1.34,IN,Mon Nov 13 07:09:21 2023
378,anloga,5.7947,0.8973,29.43,73,18,3.73,GH,Mon Nov 13 07:09:21 2023
379,igrim,63.1906,64.4162,-9.57,97,35,1.22,RU,Mon Nov 13 07:09:22 2023
380,mount airy,36.4993,-80.6073,4.96,95,0,0.0,US,Mon Nov 13 07:09:23 2023
381,nelson,-41.2833,173.2833,13.0,77,17,1.41,NZ,Mon Nov 13 07:09:23 2023
382,vorkuta,67.5,64.0,-13.93,98,75,2.7,RU,Mon Nov 13 07:09:24 2023
383,manta,-0.95,-80.7333,23.88,88,100,4.63,EC,Mon Nov 13 07:09:25 2023
384,baiti,13.745,-14.7482,37.76,11,30,5.77,SN,Mon Nov 13 07:09:26 2023
385,kendari,-3.945,122.4989,26.31,81,96,0.24,ID,Mon Nov 13 07:08:31 2023
386,mount isa,-20.7333,139.5,24.87,47,2,1.03,AU,Mon Nov 13 07:09:27 2023
387,kapa'a,22.0752,-159.319,25.18,83,100,6.69,US,Mon Nov 13 07:09:28 2023
388,lebu,-37.6167,-73.65,9.11,69,4,3.95,CL,Mon Nov 13 07:09:29 2023
389,hohhot,40.8106,111.6522,-2.4,36,99,0.32,CN,Mon Nov 13 07:09:29 2023
390,port macquarie,-31.4333,152.9167,18.27,72,80,0.93,AU,Mon Nov 13 07:09:30 2023
391,zetale,46.275,15.7939,12.07,85,91,1.98,SI,Mon Nov 13 07:09:31 2023
392,alice springs,-23.7,133.8833,28.75,39,75,2.57,AU,Mon Nov 13 07:09:32 2023
393,mogocha,53.7333,119.7667,-9.27,65,37,0.53,RU,Mon Nov 13 07:09:34 2023
394,cidade velha,14.9167,-23.6167,31.26,29,0,5.66,CV,Mon Nov 13 07:09:35 2023
395,chinde,26.8418,88.0763,14.28,70,0,2.21,NP,Mon Nov 13 07:09:36 2023
396,olyokminsk,60.3736,120.4264,-15.14,97,98,1.36,RU,Mon Nov 13 07:09:37 2023
397,samana,19.2056,-69.3369,25.12,94,40,0.0,DO,Mon Nov 13 07:09:37 2023
398,zalaegerszeg,46.84,16.8439,8.77,68,90,0.91,HU,Mon Nov 13 07:09:38 2023
399,prince rupert,54.3161,-130.3201,2.9,77,83,2.01,CA,Mon Nov 13 07:09:30 2023
400,hamilton,39.1834,-84.5333,5.69,85,100,1.54,US,Mon Nov 13 07:09:40 2023
401,rondonopolis,-16.4708,-54.6356,34.8,31,18,2.59,BR,Mon Nov 13 07:09:41 2023
402,road town,18.4167,-64.6167,28.05,78,40,2.06,VG,Mon Nov 13 07:09:15 2023
403,katsuura,35.1333,140.3,11.41,44,4,5.71,JP,Mon Nov 13 07:09:43 2023
404,sabha,27.0377,14.4283,26.87,28,0,3.91,LY,Mon Nov 13 07:09:44 2023
405,camalu,30.85,-116.0667,15.83,38,1,1.45,MX,Mon Nov 13 07:09:44 2023
406,letlhakane,-21.4167,25.5833,36.66,14,50,4.77,BW,Mon Nov 13 07:09:39 2023
407,garachico,28.7781,-17.7646,22.06,69,20,4.12,ES,Mon Nov 13 07:09:46 2023
408,slyudyanka,51.6594,103.7061,-5.09,86,25,2.48,RU,Mon Nov 13 07:09:47 2023
409,lib,8.3122,167.3766,28.42,77,100,7.36,MH,Mon Nov 13 07:09:47 2023
410,lethem,3.3803,-59.7968,28.92,62,37,5.96,GY,Mon Nov 13 07:09:48 2023
411,port elizabeth,-33.918,25.5701,18.51,81,75,3.6,ZA,Mon Nov 13 07:09:49 2023
412,keflavik,64.0049,-22.5624,4.24,60,0,9.77,IS,Mon Nov 13 07:09:50 2023
413,cill airne,52.05,-9.5167,13.03,76,75,8.23,IE,Mon Nov 13 07:09:52 2023
414,bikenibeu village,1.3673,173.1241,27.98,89,75,1.03,KI,Mon Nov 13 07:09:53 2023
415,rikaze,29.25,88.8833,5.66,14,0,1.7,CN,Mon Nov 13 07:09:53 2023
416,tanjung pinang,0.9167,104.45,27.02,75,41,2.62,ID,Mon Nov 13 07:07:15 2023
417,zaozersk,69.4005,32.4476,-10.18,96,100,1.6,RU,Mon Nov 13 07:09:55 2023
418,lazaro cardenas,17.9583,-102.2,24.92,81,44,1.81,MX,Mon Nov 13 07:05:03 2023
419,san pedro pochutla,15.7333,-96.4667,23.29,77,23,1.74,MX,Mon Nov 13 07:09:56 2023
420,salalah,17.0151,54.0924,30.05,66,20,2.57,OM,Mon Nov 13 07:09:56 2023
421,lebanon,36.2081,-86.2911,6.38,97,0,0.0,US,Mon Nov 13 07:09:57 2023
422,laurentides,46.4334,-74.9826,-4.61,85,28,1.69,CA,Mon Nov 13 07:09:58 2023
423,kalianget,-7.05,113.9333,29.33,69,12,3.1,ID,Mon Nov 13 07:08:15 2023
424,buala,-8.145,159.5921,26.27,84,98,2.35,SB,Mon Nov 13 07:10:00 2023
425,caluula,11.9661,50.7569,28.15,68,68,5.52,SO,Mon Nov 13 07:10:01 2023
426,lichtenburg,-26.152,26.1597,32.01,15,0,6.08,ZA,Mon Nov 13 07:10:02 2023
427,fortuna,40.5982,-124.1573,12.74,93,100,1.54,US,Mon Nov 13 07:03:34 2023
428,yaren,-0.5472,166.916,26.15,90,100,7.82,NR,Mon Nov 13 07:10:11 2023
429,kristinehamn,59.3098,14.1081,1.31,72,14,2.27,SE,Mon Nov 13 07:10:12 2023
430,port saint john's,-31.6229,29.5448,21.15,65,7,6.2,ZA,Mon Nov 13 07:10:13 2023
431,grand baie,-20.0182,57.5802,28.03,61,5,0.65,MU,Mon Nov 13 07:10:14 2023
432,santo antonio do ica,-3.1022,-67.9397,26.53,84,9,0.65,BR,Mon Nov 13 07:10:15 2023
433,huarmey,-10.0681,-78.1522,19.73,84,45,2.85,PE,Mon Nov 13 07:10:16 2023
434,n'zeto,-7.2312,12.8666,27.39,76,100,2.02,AO,Mon Nov 13 07:10:17 2023
435,mount gambier,-37.8333,140.7667,9.4,85,98,2.06,AU,Mon Nov 13 07:07:58 2023
436,lamu,-2.2717,40.902,30.12,72,40,4.38,KE,Mon Nov 13 07:10:20 2023
437,turbat,26.0023,63.044,31.97,10,96,6.17,PK,Mon Nov 13 07:10:21 2023
438,nacala,-14.5428,40.6728,31.72,56,38,5.33,MZ,Mon Nov 13 07:10:22 2023
439,menongue,-14.6585,17.691,30.82,28,88,2.07,AO,Mon Nov 13 07:10:24 2023
440,phan rang-thap cham,11.5667,108.9833,25.85,85,99,4.54,VN,Mon Nov 13 07:10:27 2023
441,sagaing,21.8787,95.9797,27.1,74,20,0.0,MM,Mon Nov 13 07:10:28 2023
442,bowen,-20.0167,148.2333,23.29,63,0,5.13,AU,Mon Nov 13 07:10:29 2023
443,naju,35.0283,126.7175,3.86,76,3,1.9,KR,Mon Nov 13 07:10:29 2023
444,victoria falls,-17.9235,25.843,39.28,11,4,4.09,ZW,Mon Nov 13 07:06:30 2023
445,berdigestyakh,62.0989,126.6992,-25.52,100,48,1.23,RU,Mon Nov 13 07:10:31 2023
446,valparaiso,-33.0393,-71.6273,15.82,61,0,1.03,CL,Mon Nov 13 07:10:32 2023
447,champerico,14.3,-91.9167,25.3,80,36,1.83,GT,Mon Nov 13 07:10:33 2023
448,talcahuano,-36.7167,-73.1167,6.82,76,0,1.54,CL,Mon Nov 13 07:05:43 2023
449,kedrovyy,56.1667,91.8167,2.23,85,100,5.18,RU,Mon Nov 13 07:10:34 2023
450,ban karon,7.8477,98.2985,30.44,72,100,1.52,TH,Mon Nov 13 07:10:35 2023
451,worland,44.0169,-107.9554,8.64,69,0,2.57,US,Mon Nov 13 07:07:24 2023
452,ingeniero jacobacci,-41.3427,-69.5448,6.1,49,10,8.11,AR,Mon Nov 13 07:10:37 2023
453,antalaha,-14.9003,50.2788,27.34,65,2,4.1,MG,Mon Nov 13 07:10:38 2023
454,novopetrovskoye,55.9928,36.4719,1.95,81,100,7.22,RU,Mon Nov 13 07:10:40 2023
455,karratha,-20.7377,116.8463,24.99,61,16,8.6,AU,Mon Nov 13 07:10:41 2023
456,sao felix do xingu,-6.6447,-51.995,33.0,39,9,1.31,BR,Mon Nov 13 07:09:21 2023
457,mata-utu,-13.2816,-176.1745,28.45,78,100,5.07,WF,Mon Nov 13 07:10:42 2023
458,senanga,-16.1167,23.2667,39.14,13,60,1.84,ZM,Mon Nov 13 07:10:44 2023
459,bangolo,7.0069,-7.475,32.08,53,100,0.9,CI,Mon Nov 13 07:10:45 2023
460,lubang,13.8584,120.124,28.87,73,89,10.96,PH,Mon Nov 13 07:10:46 2023
461,mahilyow,53.9139,30.3364,6.06,81,100,6.0,BY,Mon Nov 13 07:10:47 2023
462,plastun,44.7561,136.2939,-3.3,61,5,4.4,RU,Mon Nov 13 07:10:48 2023
463,gweru,-19.45,29.8167,33.11,14,3,5.36,ZW,Mon Nov 13 07:10:49 2023
464,mohr,54.3528,9.7167,7.7,88,75,3.6,DE,Mon Nov 13 07:10:50 2023
465,saudarkrokur,65.7461,-19.6394,-2.04,79,93,3.85,IS,Mon Nov 13 07:10:51 2023
466,bodo,67.28,14.405,-0.68,57,0,9.26,NO,Mon Nov 13 07:10:34 2023
467,moutier,47.2782,7.3695,15.2,93,100,6.69,CH,Mon Nov 13 07:10:52 2023
468,kargasok,59.0556,80.8572,1.09,94,100,2.68,RU,Mon Nov 13 07:10:52 2023
469,rabaul,-4.1967,152.1721,26.26,78,74,4.69,PG,Mon Nov 13 07:10:53 2023
470,gadzhiyevo,69.2551,33.3362,-9.02,98,100,2.48,RU,Mon Nov 13 07:10:54 2023
471,chateau-du-loir,47.6949,0.4185,17.31,94,100,10.05,FR,Mon Nov 13 07:10:54 2023
472,zyryanovsk,49.7386,84.2719,0.91,99,100,0.58,KZ,Mon Nov 13 07:10:55 2023
473,benalla,-36.55,145.9833,14.61,48,12,2.66,AU,Mon Nov 13 07:10:56 2023
474,nikolayevsk-on-amure,53.1406,140.73,-10.04,98,96,1.8,RU,Mon Nov 13 07:10:57 2023
475,east london,-33.0153,27.9116,19.78,70,19,8.49,ZA,Mon Nov 13 07:10:58 2023
476,warren,39.4334,-84.1666,5.16,87,0,2.06,US,Mon Nov 13 07:10:59 2023
477,kibaya,-5.3,36.5667,24.27,49,79,3.46,TZ,Mon Nov 13 07:11:00 2023
478,uray,60.1247,64.7758,-2.85,94,100,1.34,RU,Mon Nov 13 07:11:01 2023
479,gelibolu,40.4103,26.6708,13.92,89,100,7.45,TR,Mon Nov 13 07:11:02 2023
480,were ilu,10.6,39.4333,18.89,48,58,5.45,ET,Mon Nov 13 07:11:03 2023
481,sassandra,4.95,-6.0833,29.0,72,35,3.02,CI,Mon Nov 13 07:11:04 2023
482,ballina,-28.8667,153.5667,19.88,84,98,4.04,AU,Mon Nov 13 07:11:05 2023
483,ogulin,45.2661,15.2286,10.89,75,72,2.34,HR,Mon Nov 13 07:11:06 2023
484,fale old settlement,-9.3852,-171.2468,28.98,74,82,4.23,TK,Mon Nov 13 07:11:06 2023
485,santa sylvina,-27.8326,-61.1375,17.25,88,100,4.74,AR,Mon Nov 13 07:11:07 2023
486,es castell,39.8795,4.2854,21.38,83,0,5.66,ES,Mon Nov 13 07:11:08 2023
487,verkhotur'ye,58.8627,60.8054,1.56,92,100,3.61,RU,Mon Nov 13 07:11:08 2023
488,wynyard,-41.0,145.7167,11.28,72,6,5.38,AU,Mon Nov 13 07:11:09 2023
489,poyang,28.9924,116.6675,9.03,56,73,2.86,CN,Mon Nov 13 07:11:10 2023
490,limavady,55.0504,-6.9507,10.77,87,75,7.72,GB,Mon Nov 13 07:11:11 2023
491,campo gallo,-26.5833,-62.85,16.43,77,100,4.36,AR,Mon Nov 13 07:11:12 2023
492,victoria,22.2855,114.1577,21.85,74,33,5.36,HK,Mon Nov 13 07:07:52 2023
493,jinxiang,27.4327,120.6062,13.26,60,74,5.01,CN,Mon Nov 13 07:11:14 2023
494,bor,56.3567,44.0669,5.96,78,100,7.3,RU,Mon Nov 13 07:11:15 2023
495,kermanshah,34.3142,47.065,21.5,21,75,0.0,IR,Mon Nov 13 07:11:16 2023
496,bela,25.9333,81.9833,24.97,40,17,1.62,IN,Mon Nov 13 07:11:17 2023
497,bogale,16.2833,95.4,26.8,83,97,1.6,MM,Mon Nov 13 07:11:18 2023
498,san luis de la loma,17.2706,-100.8939,25.17,78,60,1.88,MX,Mon Nov 13 07:11:18 2023
499,maragogi,-9.0122,-35.2225,28.35,59,59,4.13,BR,Mon Nov 13 07:11:19 2023
500,ugoofaaru,5.6667,73.0,27.9,73,84,0.63,MV,Mon Nov 13 07:11:20 2023
501,saint john,45.2727,-66.0677,-4.0,83,7,1.69,CA,Mon Nov 13 07:11:21 2023
502,bartica,6.4,-58.6167,29.18,75,68,1.95,GY,Mon Nov 13 07:11:21 2023
503,benjamin constant,-4.3831,-70.0311,26.07,94,0,0.0,BR,Mon Nov 13 07:11:22 2023
504,kem',64.9555,34.5793,-0.52,80,94,7.82,RU,Mon Nov 13 07:11:23 2023
505,khandyga,62.6667,135.6,-30.19,100,58,1.08,RU,Mon Nov 13 07:11:23 2023
506,jebrail,39.3992,47.0283,23.66,25,31,3.59,AZ,Mon Nov 13 07:11:24 2023
507,zapolyarnyy,69.4154,30.8136,-7.4,98,100,1.4,RU,Mon Nov 13 07:11:25 2023
508,horta,38.5333,-28.6333,16.68,95,75,4.92,PT,Mon Nov 13 07:11:25 2023
509,tezu,27.9167,96.1667,20.53,54,0,1.92,IN,Mon Nov 13 07:10:14 2023
510,gore,-46.1028,168.9436,8.39,98,99,1.02,NZ,Mon Nov 13 07:11:27 2023
511,winnipeg,49.8844,-97.147,0.06,87,1,4.47,CA,Mon Nov 13 07:09:35 2023
512,bonthe,7.5264,-12.505,30.38,65,73,2.21,SL,Mon Nov 13 07:11:29 2023
513,east milton,30.6152,-87.0216,16.11,92,100,3.6,US,Mon Nov 13 07:11:30 2023
514,fortaleza,-3.7227,-38.5247,31.07,67,75,8.23,BR,Mon Nov 13 07:11:29 2023
515,vanimo,-2.6741,141.3028,26.27,91,89,4.01,PG,Mon Nov 13 07:11:32 2023
516,vylkove,45.4021,29.586,12.38,44,75,1.04,UA,Mon Nov 13 07:11:32 2023
517,tervel,43.75,27.4,12.94,36,85,3.92,BG,Mon Nov 13 07:11:08 2023
518,al khawr,25.7667,51.3167,30.18,34,97,4.66,QA,Mon Nov 13 07:11:33 2023
519,caleta de carquin,-11.0925,-77.6267,19.32,86,41,2.75,PE,Mon Nov 13 07:11:34 2023
520,el granada,37.5027,-122.4694,13.22,89,20,0.0,US,Mon Nov 13 07:11:35 2023
521,piti village,13.4626,144.6933,28.49,89,20,4.63,GU,Mon Nov 13 07:11:35 2023
522,patacamaya,-17.2333,-67.9167,9.55,61,100,3.24,BO,Mon Nov 13 07:11:36 2023
523,pak phanang,8.3511,100.202,26.61,84,100,4.46,TH,Mon Nov 13 07:11:38 2023
524,bay roberts,47.5999,-53.2648,0.18,80,46,1.79,CA,Mon Nov 13 07:11:40 2023
525,dampit,-8.2116,112.7493,22.78,96,61,1.47,ID,Mon Nov 13 07:11:41 2023
526,antsiranana,-12.2787,49.2917,29.7,61,32,5.54,MG,Mon Nov 13 07:11:42 2023
527,kyaikto,17.3,97.0167,28.19,79,87,1.89,MM,Mon Nov 13 07:11:43 2023
528,port blair,11.6667,92.75,26.02,89,100,2.57,IN,Mon Nov 13 07:11:43 2023
529,richards bay,-28.783,32.0377,20.24,71,100,1.62,ZA,Mon Nov 13 07:11:44 2023
530,debesy,57.6529,53.8049,2.67,95,100,5.91,RU,Mon Nov 13 07:11:45 2023
531,gazojak,41.1875,61.4036,14.27,19,0,5.77,TM,Mon Nov 13 07:11:46 2023
532,rohtak,28.9,76.5667,23.89,29,80,0.83,IN,Mon Nov 13 07:11:46 2023
533,tanjung pandan,-2.75,107.65,26.94,82,73,0.72,ID,Mon Nov 13 07:11:47 2023
534,conduaga,8.862,117.4893,27.11,81,29,0.95,PH,Mon Nov 13 07:11:48 2023
535,malvan,16.0667,73.4667,29.36,65,72,3.89,IN,Mon Nov 13 07:11:50 2023
536,jinghong,21.991,100.7341,21.99,89,100,0.78,CN,Mon Nov 13 07:11:51 2023
537,geraldton,-28.7667,114.6,21.23,83,0,4.12,AU,Mon Nov 13 07:11:51 2023
538,markivka,49.5229,39.5705,9.8,57,95,6.65,UA,Mon Nov 13 07:11:52 2023
539,misratah,32.3754,15.0925,24.14,59,32,7.87,LY,Mon Nov 13 07:11:53 2023
540,xinzhou,38.4092,112.7333,1.63,26,98,0.94,CN,Mon Nov 13 07:11:54 2023
541,bata,1.8639,9.7658,26.51,83,99,3.43,GQ,Mon Nov 13 07:11:55 2023
542,ambagarh chauki,20.7833,80.7167,24.17,45,34,2.11,IN,Mon Nov 13 07:11:56 2023
543,doue-la-fontaine,47.1937,-0.2749,16.91,91,100,10.3,FR,Mon Nov 13 07:11:56 2023
544,tosontsengel,48.7567,98.2839,-13.69,85,100,0.5,MN,Mon Nov 13 07:11:57 2023
545,monteagudo,-19.8167,-63.9833,23.95,67,100,1.58,BO,Mon Nov 13 07:11:58 2023
